"probeID" "CHROMOSOME" "START_POS" "END_POS" "X1.RV" "X2.AD" "X3.ES" "X4.GM" "X5.LD" "X6.VJ" "X7.DG" "X8.MM" "X9.LA" "X10.CB" "X11.BG" "X12.BC" "X13.VT" "X14.CJ" "X15.GG" "X16.DD" "X17.VV" "X18.JA" "X19.BF" "X20.CJ" "X21.DC"
"121201" "S-tag119746" 9 129997763 129997783 0.5134478 0.4680927 -0.3531385 0.3756372 0.04602699 0.3231714 0.6768211 0.4088697 0.5081145 0.3394437 0.3457307 0.2976213 0.333951 0.2213579 0.4353137 0.413404 0.9506971 0.4169499 0.8036541 0.4939575 0.3456037
"121301" "S-tag270127" 9 131380225 131380245 0.4227801 0.281269 -0.3022199 0.3325402 0.2029458 0.1464962 0.3197945 0.3322579 0.4195696 -0.06784752 -0.05336758 0.459848 0.3541291 0.112432 0.2401453 0.1606056 0.5812948 0.06289937 0.3096482 0.3785549 0.3372515
"121401" "S-tag073976" 9 132688843 132688863 0.1072439 0.1195851 -0.5601336 0.1974179 0.2495224 -0.04141418 0.4165651 0.09979675 0.1540341 0.2610928 0.1871167 0.1728212 0.01077861 0.2418129 0.1918461 0.3364815 0.5473077 -0.09042997 0.1823324 0.1910156 0.2817856
"121501" "S-tag138587" 9 133671378 133671398 -0.3770997 -0.732761 -0.4879245 -0.181997 -0.4141168 -0.2227988 -0.2308495 -0.2415143 -0.1500714 -0.3770194 -0.3072658 -0.341162 -0.679651 -0.5078466 -0.5328071 -0.05980512 0.1447539 -0.3698653 -0.2265692 -0.04844384 -0.3667401
"121601" "S-tag022403" 9 134511768 134511788 -0.1891612 0.02745664 -0.6588578 -0.07235789 0.1209718 0.08647448 -0.04979152 -0.4286911 -0.3166767 -0.3153394 -0.01218123 -0.1083048 -0.2116507 -0.1904985 -0.05110274 -0.06013092 -0.1484351 -0.04926575 -0.4997244 -0.2699015 -0.1046013
"121701" "S-tag309167" 9 135788272 135788292 0.4125797 -0.5876169 -1.201769 -0.3111785 -0.1333236 0.2528239 0.1213267 0.08077058 -0.1561651 0.1583954 0.1857079 0.3076644 0.04064796 0.04775016 0.098914 0.5311791 0.297087 -0.2425563 -0.05694773 0.178097 -0.08337592
"121801" "S-tag204014" 9 136965553 136965573 0.1724425 0.2050573 -0.1804917 0.124961 0.6977178 0.6169207 0.5504764 0.5278912 -0.01867695 0.146313 0.8488727 0.7395762 -0.1011339 0.5957105 0.5645985 0.6771342 0.263719 0.6584918 0.06535677 0.471157 0.1135941
"121901" "S-tag116477" 9 138744527 138744547 0.2611005 0.1020381 -0.6982304 -0.01248441 0.2750736 0.2088084 -0.03007818 0.2174229 0.1111747 0.1047598 0.1029922 -0.05610384 -0.1946466 0.09512563 0.02501222 0.08749483 -0.1066942 -0.1632282 0.2169399 0.004175556 0.01923321
"122001" "S-tag189844" 9 140038399 140038419 -0.02870969 0.05876852 -1.262199 -0.4378705 -0.4203103 -0.951807 -0.08127636 -0.2088585 -0.4635105 -0.2571317 0.13066 -0.04008926 -0.5927094 -0.4800662 -0.4067317 -0.08693073 0.2906325 -0.2408772 -0.3090195 -0.1961171 -0.8910304
"122101" "S-tag083118" 9 140879980 140880000 0.5072641 0.2953855 -0.298047 0.1069034 0.1628265 0.1234688 0.1182668 0.2283696 0.2420812 0.1945451 0.3000557 0.58943 0.6578954 0.4245618 0.2664169 0.478366 0.06345176 0.1697066 0.3965128 0.3240112 -0.2578899
"122201" "S-tag178857" 10 595504 595524 -0.4611803 -0.432807 -0.337518 0.1880357 0.125104 -0.1692531 0.2509068 0.2257201 0.2695083 0.3611037 -0.2203496 0.09980583 -0.02540424 -0.2011915 -0.05234222 0.3373892 0.1802288 -0.2391484 0.3351831 0.5229066 0.1226598
"122301" "S-tag282215" 10 1775708 1775728 0.5436558 0.3229902 0.4962647 0.1304832 0.4866067 0.4088093 0.128383 -0.0305648 0.1041129 0.3062105 0.3679031 -0.3854243 -0.2103162 -0.04469202 -0.007521766 0.44398 0.5475274 0.002724121 -0.1446366 -0.157112 -0.00718725
"122401" "S-tag303998" 10 3269317 3269337 -0.1555837 0.1965814 0.3465512 0.4743072 -0.05729733 0.1753825 -0.07540113 0.586428 0.4139315 0.2987123 0.2349731 0.3981052 0.4498094 0.02034615 -0.1750939 0.259876 0.5961286 0.5790555 0.360082 0.7530253 0.3608794
"122501" "S-tag115395" 10 4566950 4566970 -0.3777589 -0.318849 -0.143817 0.1392742 -0.1653977 -0.692462 -0.05481584 -0.1942429 -0.0632597 -0.4360084 -0.3462231 -0.1477705 -0.1296877 -0.1929791 -0.2956882 -0.3470934 -0.007959834 0.01238699 -0.05321908 0.02282946 -0.3136477
"122601" "S-tag194251" 10 6067688 6067708 0.1306766 0.2311917 0.2833323 0.05396933 0.1646218 0.01914213 0.08966019 0.3056196 0.2004156 0.2240607 -0.1122685 0.3096071 -0.3703591 0.2254232 -0.09969151 0.2295001 0.8226295 -0.02523072 0.1256571 0.2781652 0.1775603
"122701" "S-tag132647" 10 7495156 7495176 0.2033262 0.3924648 0.6433745 0.0605531 0.2687267 -0.1247753 0.3985902 0.1583116 0.4461254 -0.5397367 0.02148709 -0.2948662 -0.4168909 0.5101177 0.7551709 0.4976014 0.4879639 0.5331258 -0.1799536 0.6795803 -0.02790238
"122801" "S-tag073677" 10 8794106 8794126 0.8639904 0.6706653 0.7940431 1.56679 0.453793 0.7841564 0.9824187 1.075481 0.7092453 0.9051267 0.8535691 0.7570047 0.5816566 0.5074806 0.3866703 0.6048437 1.336361 0.7332124 0.9872097 1.282192 0.4807008
"122901" "S-tag095169" 10 10312422 10312442 -0.02365746 0.008487727 0.06170667 0.1076787 -0.001152272 -0.2383296 -0.0002059075 -0.05284755 0.01580632 -0.04386355 0.2738963 -0.04697825 0.07068641 -0.01619718 -0.001406954 0.04863743 0.2967689 0.2346701 -0.1129434 0.09897797 0.1302938
"123001" "S-tag216857" 10 11813840 11813860 0.1674261 0.3071793 -0.1174848 0.249066 -0.006462341 0.1157463 -0.1239434 0.09826403 0.1023284 0.1868537 0.2373436 0.2903329 0.2249833 0.1433954 0.2428947 0.3172422 0.6223763 0.1731608 -0.009158493 -0.04363446 0.2602758
"123101" "S-tag239082" 10 13255513 13255533 -0.3911475 -0.06941578 -0.2109058 -0.1494784 -0.02463797 -0.3048432 0.1799329 -0.05044349 -0.3377853 -0.3241768 -0.4945123 -0.07638547 -0.2314925 -0.2131144 -0.5880268 -0.3163432 0.104196 -0.2168767 0.0485659 -0.05610112 -0.05206122
"123201" "S-tag125486" 10 14735073 14735093 0.2017544 0.1704251 0.1587247 -0.01941905 0.2342725 -0.001613311 -0.3400953 -0.3035755 0.1824157 -0.2587744 0.1337488 -0.2650518 0.1972424 -0.2404961 -0.2442326 0.1656041 -0.4452038 -0.0977608 0.3046211 -0.3403097 -0.1169055
"123301" "S-tag205082" 10 16230372 16230392 0.7832571 0.6018931 0.7194941 0.6030264 0.6474059 0.02094687 0.5930554 0.7013221 0.7539523 -0.3787003 0.7389066 0.2338466 1.025407 0.3751148 0.3968835 -0.3984305 0.215043 -0.663743 0.7572693 -0.006265801 0.5080808
"123401" "S-tag176372" 10 17199778 17199798 -0.3242461 0.07879581 -0.01017254 0.1199242 -0.1628849 -0.2083883 -0.1882995 -0.09564713 -0.03870651 -0.1593549 -0.1053375 -0.04600695 -0.4619545 0.02499574 -0.3835074 -0.4660657 -1.181354 0.00573752 0.09737749 0.1042285 -0.1211835
"123501" "S-tag185289" 10 18867838 18867858 0.491432 0.2106811 0.5723177 0.6558149 0.4516503 -0.2936754 -0.7722225 0.5628171 0.2114724 0.3846474 0.5863496 0.2866686 0.5065195 -0.01396722 0.2120347 0.2442548 0.5281864 0.304007 -0.004625064 0.2761191 0.0331693
"123601" "S-tag180386" 10 20373886 20373906 0.0575177 -0.1642324 -0.2805903 0.03763182 -0.06353076 -0.06648878 0.04892287 0.01532845 -0.04593537 0.007859658 -0.08422134 -0.01777437 0.05042772 -0.1236698 0.07042073 0.04854336 -0.3980259 -0.02477866 0.2487137 0.01445053 -0.07932374
"123701" "S-tag184750" 10 21796853 21796873 0.3431861 0.3180752 0.2085871 0.1648478 0.02495707 0.02330666 0.1476627 0.2623024 0.2523715 0.1747981 0.2273581 0.3718026 0.5065924 0.2971864 0.1962004 0.2743874 0.7861069 0.1065021 0.08919518 0.01397547 0.2133604
"123801" "S-tag264130" 10 22870268 22870288 0.1781902 0.08663078 0.1081645 0.03739556 0.09677579 -0.09077473 0.1201174 0.05682212 -0.1161093 0.2141036 0.08310203 0.003936297 0.2645362 -0.1313133 0.2571653 0.0514897 0.09594709 0.01985029 -0.04951873 -0.1138145 0.1358683
"123901" "S-tag316260" 10 23645514 23645534 0.03255086 0.1723997 0.1216808 -0.145814 0.1029504 0.02278742 -0.06264418 -0.3074423 -0.3435213 -0.007494595 0.06069726 -0.02276185 0.1642968 -0.07345475 0.01598674 0.334597 0.4297034 0.09015167 -0.2475775 -0.1617502 -0.09374519
"124001" "S-tag321831" 10 25161334 25161354 -0.3541178 0.236948 -0.2832365 0.3201613 0.3285044 -0.1568093 -0.06581435 0.616577 0.1192157 0.08977398 0.4230354 -0.1426445 -0.0292827 0.389645 -0.1709446 -0.2681586 -0.4544553 0.262816 0.2705009 0.1122674 0.1869456
"124101" "S-tag007851" 10 26663284 26663304 -0.1887347 -0.0008351116 0.0822803 0.2662251 -0.05596873 -0.07897861 -0.1196186 0.4879525 0.05939174 0.2534539 0.2646164 0.08229792 -0.06408664 0.08269462 -0.2764223 -0.003681055 0.3692254 -0.01814571 -0.1364929 0.2851816 -0.2879526
"124201" "S-tag139064" 10 27903592 27903612 0.3520372 0.2457482 0.2060045 0.1254731 0.3127611 -0.09121629 0.244949 0.01730172 0.1102221 0.135173 -0.1506529 0.1684667 0.3275158 -0.02905674 -0.1136445 0.2121686 -0.9552435 0.5241718 0.07722439 0.05118028 -0.1054158
"124301" "S-tag132591" 10 29366521 29366541 0.2079061 0.07367966 0.3061738 -0.2542115 -0.1538978 -0.1367694 -0.2515514 0.1630047 -0.3090967 0.1798388 0.2206147 -0.1599699 0.647769 0.3481497 -0.1464909 0.2847731 -0.1199896 0.4211625 0.07568576 -0.547268 -0.2339586
"124401" "S-tag309308" 10 30717282 30717302 -0.2790261 -0.1290005 -0.3589292 -0.1106312 -0.3318059 -0.4678518 -0.2079473 -0.1882445 -0.3293983 -0.3971078 -0.3600949 -0.1525598 -0.01767593 -0.244714 -0.1163908 0.0748759 0.1484209 -0.2837342 -0.2480394 -0.2770874 -0.2722218
"124501" "S-tag153951" 10 31872826 31872846 -0.1585453 0.0200299 -0.07050931 0.04057698 -0.09552943 -0.01894639 -0.03730412 0.2366945 0.2795812 0.08997223 0.1581068 -0.1665231 0.118667 -0.1010784 -0.09673477 -0.1942015 -0.05602887 0.6184729 0.250046 0.1845803 0.1692226
"124601" "S-tag007464" 10 33385002 33385022 -0.02752315 0.2706658 0.1591228 -0.07104217 -0.3068339 -0.2415122 -0.221359 -0.2051365 -0.2949017 -0.2482412 -0.1096438 -0.460489 -1.052155 -0.3038221 -0.1357786 -0.6283401 -0.4535551 -0.2795058 -0.2826795 -0.1592064 -0.1678826
"124701" "S-tag097828" 10 34892550 34892570 0.3293276 0.1411285 -0.08175414 0.124982 0.001748222 -0.1497005 -0.07735395 -0.1490818 -0.01052487 -0.23938 -0.1901331 -0.07277668 -0.2948858 -0.009765695 0.02480393 0.1269101 -0.0371199 -0.2087415 -0.02796175 -0.1884264 -0.1607915
"124801" "S-tag209903" 10 36421016 36421036 -0.3131311 -0.02762865 -0.1630672 -0.2228656 -0.3157377 -0.3397382 -0.3581111 -0.2960011 -0.09939615 -0.3189703 -0.1292575 -0.2490676 -0.3640632 0.04169281 -0.2338023 -0.3546669 -0.7806512 -0.3949656 -0.3619121 -0.1934362 -0.2817203
"124901" "S-tag063337" 10 37880234 37880254 -0.6270704 -0.1792325 -0.1658181 -0.6753883 -0.454647 -0.1629458 -0.2258226 -0.588625 -0.3741138 0.04851042 -0.1452383 -0.1786225 -0.2901429 -0.4345174 -0.2246581 -0.1820439 -0.05283877 -0.04098907 -0.1244335 -0.1819304 -0.1040659
"125001" "S-tag258192" 10 43136889 43136909 0.3132429 0.4875275 0.2121007 -0.2728251 -0.006367516 0.238593 -0.1230052 0.1789375 -0.06771401 0.3353886 0.00840311 -0.3341936 0.2643082 0.1667699 0.03832022 0.03399724 0.09146077 -0.2899351 0.05834765 -0.0677036 -0.1180538
"125101" "S-tag184909" 10 44202643 44202663 -0.02716825 0.1881928 0.1495559 0.1679675 0.01786229 -0.06337119 -0.02403685 -0.4760219 -0.002332155 0.04784802 -0.1016802 0.1377225 0.2140487 0.2696357 0.1710018 0.1170298 0.2890362 -0.04434427 -0.06019889 -0.04407524 0.1074759
"125201" "S-tag003828" 10 45697020 45697040 0.3024072 0.4735711 0.222407 0.3988569 0.4313545 0.2904167 0.4938667 0.4093491 0.37952 0.4019692 0.2551999 -0.2339591 -0.4509544 0.2257227 0.3940246 -0.08845462 -0.2368598 0.354364 0.2656741 0.6021872 0.5136965
"125301" "S-tag239153" 10 48376689 48376709 0.0423256 -0.1355483 -0.001379313 0.06545233 -0.05662036 0.1615636 0.5368258 0.02347095 0.03598722 0.1873353 0.2148183 0.01286567 -0.0559911 -0.1614293 -0.1496366 -0.03418786 0.1315705 0.1228402 0.1801256 0.04291753 0.03881316
"125401" "S-tag006258" 10 50186317 50186337 0.1716195 0.2783423 -0.351844 0.1192647 0.274521 0.1626674 -0.05520232 -0.3684076 0.009047242 0.2963455 0.1397832 0.08684602 0.1877019 0.1683885 0.1181153 0.07625466 0.2875904 0.05090669 -0.08416914 0.1451273 0.01679325
"125501" "S-tag213875" 10 51552274 51552294 -0.6094881 -0.5095717 -0.550138 -0.6317788 -0.5012482 -0.8238981 -0.5627604 -0.5834387 -0.717106 -0.5361874 -0.716815 -0.5880299 -0.5191847 -0.4955085 -0.5439694 -0.3584842 -0.7291222 -0.8233477 -0.7567009 -0.7046024 -0.7585493
"125601" "S-tag218843" 10 52949162 52949182 0.2241741 0.2520402 0.2783151 -0.2311288 0.1172188 -0.03667658 0.3140782 0.3167303 0.1329093 0.06285247 0.1012534 0.1840326 -0.1427199 0.4010394 0.2042581 -0.01819891 0.9523374 -0.225006 0.2096876 -0.1204777 -0.1001281
"125701" "S-tag111976" 10 54333575 54333595 -0.03124116 0.03368491 0.5838628 0.2034344 0.1172219 0.1276115 -0.1478238 0.2198622 0.2801663 0.2933007 0.2118087 0.2693365 -0.05390433 0.2602857 -0.01767533 0.08316898 0.1655524 0.01242599 0.3286493 -0.5504444 0.1707113
"125801" "S-tag016226" 10 55880360 55880380 -0.01227812 -0.1477635 0.1899953 -0.2231357 -0.3041664 -0.430905 -0.2522357 -0.04800375 -0.2319001 -0.3666311 -0.07964751 -0.291375 -0.4818499 -0.0973846 -0.3761556 -0.6661047 -1.154281 -0.09865982 -0.2254129 -0.1858513 -0.4739763
"125901" "S-tag103682" 10 57279153 57279173 -0.4851162 0.02121836 -0.2570624 0.2165463 0.06732269 0.1772048 -0.1413396 -0.1339253 0.2386001 0.199508 -0.20857 0.02977609 0.03259764 -0.1024916 -0.0337339 -0.4780331 -0.3881167 0.249705 -0.1283677 -0.05470256 -0.245066
"126001" "S-tag032402" 10 58702033 58702053 0.01936993 -0.3107403 0.07809889 0.04122647 -0.07579305 -0.295826 -0.05225367 0.2647709 0.04628702 -0.1419953 -0.07924882 -0.1947466 0.0333753 0.01414124 -0.01838228 -0.1293723 0.2228747 0.05511075 -0.09107339 0.2589877 -0.1924446
"126101" "S-tag183109" 10 60189483 60189503 -0.3428194 -0.4683605 -0.04947661 -0.1432751 -0.1904377 -0.1541098 -0.2559695 -0.002482027 0.0111446 0.1042561 -0.1528939 -0.04181717 -0.1692322 -0.04344081 -0.1191048 -0.02513811 -0.08366787 -0.1033238 -0.09589542 -0.291237 -0.07259273
"126201" "S-tag271685" 10 61603218 61603238 -0.3475911 -0.0946008 0.1267572 -0.03829519 -0.420769 0.1863125 -0.3784806 -0.3646704 -0.07237159 0.0986836 0.2093374 -0.6413701 -0.070121 -0.2417028 -0.5502443 -0.4308659 -0.2882736 0.02547118 -0.02677393 0.1294668 -0.2834424
"126301" "S-tag144590" 10 62772340 62772360 0.07659344 -0.035904 0.1349598 0.2260672 0.1091642 0.03326942 0.140553 0.03389026 -0.04308314 -0.1385659 -0.02070265 -0.09587421 -0.4376493 -0.4073072 -0.06386085 -0.07842194 0.3329668 0.05943202 0.03425846 0.4794484 0.03576633
"126401" "S-tag227924" 10 64233999 64234019 -0.3733366 -0.004823943 -0.5704585 -0.5958359 -0.9214348 -0.5210621 -0.198664 -0.1046769 -0.04223457 -0.4413162 0.0760235 -0.1037434 -0.02212596 -0.04823227 -0.00421704 -0.2164813 -0.5449426 -0.1817818 -1.251202 -0.4925987 -0.3703125
"126501" "S-tag068630" 10 65674955 65674975 0.339305 -0.01605378 -0.01874846 -0.1939934 0.2212589 -0.1921584 0.3352349 -0.02365092 0.1661571 0.06163042 -0.07210434 -0.07231507 -0.4491398 0.1514642 0.4309345 0.5529454 0.220491 0.2008325 0.3179736 -0.3631963 -0.1508737
"126601" "S-tag056129" 10 66955317 66955337 0.1148211 0.02863512 0.1059508 0.1510172 -0.1612357 -0.1984248 0.05307148 0.3057144 0.09772819 0.0981342 0.08096723 0.2232671 0.07654153 0.04962879 0.1174036 -0.02824947 0.5392323 0.1905318 0.1884373 0.3094921 -0.132625
"126701" "S-tag025910" 10 68389448 68389468 -0.1166372 -0.3207087 -0.1021901 -0.5323951 -0.07257915 -0.1940767 -0.1117962 -0.1695638 -0.005623764 -0.1295281 -0.02303596 -0.236171 -0.2914588 -0.03451978 -0.3782197 -0.1427689 -0.4202051 -0.4053505 0.03684291 0.03617797 -0.3160981
"126801" "S-tag096045" 10 69686274 69686294 -0.2363224 -0.4332824 0.03915563 -0.2470258 0.07925922 -0.01438136 0.4782898 0.6282856 0.1426559 -0.4082327 -0.2167316 0.082143 -0.2507034 -0.3693566 -0.2171655 -0.2251218 0.0897977 -0.936148 -0.4709666 -0.1158343 -0.4373429
"126901" "S-tag158663" 10 70827281 70827301 0.1265061 0.3239067 0.2626702 0.297894 0.1374112 -0.02061758 0.31662 -0.1084376 -0.03555886 -0.05553409 0.1805166 0.4981858 0.3899658 0.1626686 -0.02645046 0.07898585 0.8619514 0.2214005 -0.07389642 -0.07549735 -0.09303228
"127001" "S-tag040687" 10 72318190 72318210 0.04320433 -0.0281909 0.05820833 0.3244605 0.3107918 0.2025078 0.0161614 -0.007905125 -0.1454884 0.3764604 0.1843836 -0.2760429 0.309025 0.05318829 -0.05380799 0.1949455 0.3945495 0.3053074 0.1333551 -0.185495 -0.0116015
"127101" "S-tag226952" 10 73581076 73581096 0.4581378 0.3986696 0.6481942 0.7908469 0.1802196 0.6264878 0.743534 0.04282249 0.04727289 0.41057 0.495671 0.8518596 0.6714454 0.05740722 0.6914678 0.9335431 1.592393 0.4314971 0.1338192 0.3909703 -0.01812909
"127201" "S-tag072429" 10 75089377 75089397 -0.02515155 0.122751 0.01811545 0.21302 0.01119272 0.1685019 0.02437941 0.195149 0.08583297 0.2311303 0.1775358 0.08981816 -0.1655386 0.04361856 -0.03120061 -0.04515513 0.0789529 0.08097434 0.06011708 -0.1165376 0.06928229
"127301" "S-tag024449" 10 76551502 76551522 -0.4131352 -0.1116055 -0.1899018 -0.1121041 -0.2660652 -0.205757 -0.1545556 -0.1431314 -0.1192845 -0.9788734 -0.272002 -0.07819647 -0.3235117 -0.08794791 -0.3296952 -0.2417742 -0.3431905 -0.108194 -0.2318269 -0.1594818 -0.1632606
"127401" "S-tag227055" 10 77589834 77589854 -0.09245341 0.2237341 0.07084816 0.3288855 -0.07008034 0.3333853 0.2880299 0.09297653 -0.04250491 0.233024 -0.2054319 0.3389283 0.1561571 0.1533539 0.003368198 0.6713251 0.6116631 0.06719919 0.3069825 0.08601297 0.2194384
"127501" "S-tag149703" 10 79023182 79023202 0.1915246 0.2003172 0.4106648 0.1744357 0.3381288 0.248686 0.2798707 0.01328521 0.06497094 0.08593322 0.2023898 0.1375485 0.08043551 0.3202413 0.1851418 0.3927212 0.2332171 0.003235217 0.2045014 -0.05427743 0.02071754
"127601" "S-tag280524" 10 80463380 80463400 0.3499943 0.2722381 0.5139169 0.4655668 0.2341968 0.6031307 0.335391 0.5401402 0.4506373 0.4865083 0.274511 0.3780271 0.4277532 0.4029089 0.3906085 0.4913944 0.9565405 0.6310159 0.5499606 0.5780757 0.4621962
"127701" "S-tag116430" 10 82090827 82090847 0.06590652 0.1676166 0.2809279 0.3349849 0.08506811 0.1788855 0.1014458 0.06449519 0.2499669 0.203678 0.1845137 0.4047782 0.02483893 0.3146042 0.3028109 0.1566412 0.2367291 0.06411476 0.2564545 -0.3023778 0.1511344
"127801" "S-tag039890" 10 83411591 83411611 0.2859692 0.03578313 0.2351469 0.2080866 -0.04485045 0.1840341 0.1865892 0.3448401 0.2506531 0.219375 -0.006609192 0.1308844 -0.1296867 0.3230442 0.08622814 0.2068163 0.2011618 0.1058558 0.2647941 0.1505791 0.1226098
"127901" "S-tag270491" 10 84053191 84053211 -0.2685703 -0.05870005 0.2796099 -0.06409717 0.1239061 -0.2109094 0.04294514 -0.1837815 0.1070234 -0.1512051 0.06223482 0.17936 0.1167962 0.140711 0.1156655 0.1585098 -0.08384478 -0.3364309 -0.231309 -0.1967904 0.08289851
"128001" "S-tag149880" 10 84552877 84552897 -0.1802576 -0.2118809 -0.2170331 -0.06773472 0.1064003 -0.2226317 -0.07943688 -0.1504256 0.129423 0.3038023 0.1219927 0.2343204 0.01434739 0.2473949 0.1328826 -0.1647646 0.09516665 0.4427831 0.04521799 0.003921479 0.01528096
"128101" "S-tag041265" 10 85632532 85632552 -0.02003501 0.1343876 0.1188579 0.2697862 0.05134713 0.2429558 0.04340308 0.05276042 -0.1075598 -0.3341955 -0.05578064 -0.1420196 -0.03769883 -0.08967346 0.0852493 -0.1176817 -0.2918876 -0.0441434 -0.09215918 0.06939074 0.07245996
"128201" "S-tag214016" 10 87071981 87072001 -0.4394684 0.1194715 0.08933915 0.2066739 -0.1513009 -0.1944941 -0.03004515 0.01083564 -0.04859115 -0.0377213 -0.06603072 -0.05467147 -0.04000867 0.1245468 -0.1365836 0.00795198 0.3612992 0.02025865 -0.1067476 0.1446488 -0.1554803
"128301" "S-tag186097" 10 88515072 88515092 -0.07343714 -0.3720854 -0.3460241 -0.5811128 -0.3644201 -0.3379411 -0.140697 0.05415783 0.02256828 0.2534442 0.4618762 -0.3589939 -0.003837752 -0.3299313 0.1204858 -0.03741712 -0.415839 -0.1416533 0.07441823 -0.369565 0.003166452
"128401" "S-tag211842" 10 89318619 89318639 0.07128619 0.112634 0.002718291 0.5441824 0.08801852 0.120851 0.4357113 0.06869923 -0.3062816 0.3249023 -0.2931133 0.4825914 0.2880748 0.3632446 0.05241367 0.716728 0.9144232 -0.1021045 0.1226052 -0.06200264 -0.1569668
"128501" "S-tag212995" 10 89655342 89655362 0.03167624 -0.1008985 0.08593352 0.1414867 -0.07129354 -0.1125425 0.06640735 0.2558022 0.3015488 0.4470949 0.2702431 0.3843122 0.7490577 0.3606412 0.2744114 0.6358261 0.791934 0.4050968 0.1579044 0.4300317 -0.2197064
"128601" "S-tag207856" 10 89998283 89998303 -0.07714415 -0.343246 -0.2412275 0.1738807 -0.3485322 -0.3000987 -0.1891847 -0.02816682 -0.2253317 -0.1572673 0.03050714 -0.1518536 -0.1471865 -0.1021541 -0.5048935 -0.4379863 0.2807476 0.03879891 -0.01187984 0.3304984 -0.1671276
"128701" "S-tag117395" 10 91200216 91200236 -0.169635 -0.1614111 -0.1022042 -0.1517033 -0.2531466 -0.3170639 0.1239309 -0.1955414 -0.2531523 -0.2252957 -0.4618787 -0.0509575 -0.2763124 -0.2579328 0.01993305 -0.2438333 0.1400036 -0.05000566 -0.2642599 -0.2432386 -0.1749227
"128801" "S-tag240570" 10 92691072 92691092 0.6293187 -0.06796566 0.3415304 0.09378538 0.3404848 0.389194 -0.8570176 -0.04161151 0.3938881 0.2719032 0.1945817 0.5227835 -0.1362223 0.08069721 0.4570485 0.1366199 -0.760842 0.01625165 -0.9716356 0.4519806 0.4294704
"128901" "S-tag122665" 10 94190580 94190600 -0.3329693 -0.1108901 -0.07772539 0.2640686 0.01958504 0.379201 0.08804221 0.3030365 0.1837387 0.3157742 0.4154078 -0.1932069 0.03183493 0.06948575 -0.08040252 -0.5156616 0.03145609 0.5228179 0.038803 0.2304254 0.2102688
"129001" "S-tag251056" 10 95700908 95700928 -0.1102484 0.2263445 -0.5027016 0.3045988 0.2355896 -0.6069475 -0.4815078 0.1954458 0.02477477 0.003775723 -0.04109642 -0.4783098 -0.5159132 -0.5552667 -0.3521957 -0.3615661 0.682907 -0.02733936 0.01413378 0.1124299 0.1520125
"129101" "S-tag262294" 10 97192452 97192472 0.2850418 0.08059265 0.09927365 0.205465 -0.09434382 0.1071549 -0.9746668 0.05965355 0.03014151 0.08653518 -0.058587 0.1813524 0.3684793 -0.05983717 -0.02508351 0.0085467 0.2750793 0.2175802 0.02356353 0.3122373 0.2124642
"129201" "S-tag278147" 10 98703217 98703237 -0.5699348 -0.3441117 0.2000109 0.09591427 -0.2191145 -0.2265509 -0.4930849 0.1213595 0.2585816 0.02474499 -0.179072 -0.171178 -0.04675181 -0.1920384 -0.005092162 -0.1686672 -0.05587585 0.3302328 -0.1992663 -0.2905115 -0.1620656
